model_year,make,model,vehicle_class,engine_size_l,cylinders,transmission,fuel_type,city_l_per_100_km,highway_l_per_100_km,combined_l_per_100_km,combined_mpg,co2_emissions_g_per_km,co2_rating,smog_rating,vehicle_specification_make,vehicle_specification_model,measurements_obtained_in_year,overall_length,overall_width,overall_height,wheelbase,curb_weight,front_end_length,rear_end_length,side_glass_height,body_side_height,roof_width,front_overhang,rear_overhang,track_width_front,track_width_rear,weight_distribution
2011,Acura,CSX,Compact,2.0,4,AS5,X,10.9,7.8,9.5,30,219,,,ACURA,CSX 4DR SEDAN FWD /TECH PACKAGE,6.0,454.0,175.0,144.0,270,1300.0,94.0,45.0,36.0,76.0,110.0,92.0,93.0,150.0,151.0,61/39
2011,Acura,CSX,Compact,2.0,4,M5,X,10.0,7.6,8.9,32,205,,,ACURA,CSX 4DR SEDAN FWD /TECH PACKAGE,6.0,454.0,175.0,144.0,270,1300.0,94.0,45.0,36.0,76.0,110.0,92.0,93.0,150.0,151.0,61/39
2011,Acura,CSX,Compact,2.0,4,M6,Z,11.6,8.1,10.0,28,230,,,ACURA,CSX 4DR SEDAN FWD /TECH PACKAGE,6.0,454.0,175.0,144.0,270,1300.0,94.0,45.0,36.0,76.0,110.0,92.0,93.0,150.0,151.0,61/39
2011,Acura,MDX AWD,Sport utility vehicle,3.7,6,AS6,Z,14.8,11.3,13.2,21,304,,,ACURA,MDX 4DR SUV AWD /TECH/ELITE,10.0,485.0,199.0,173.0,275,2064.0,117.0,183.0,42.0,85.0,126.0,100.0,110.0,172.0,172.0,56/44
2011,Acura,RDX AWD Turbo,Sport utility vehicle,2.3,4,AS5,Z,13.2,10.3,11.9,24,274,,,ACURA,RDX 4DR SUV AWD /TECH PACKAGE,10.0,462.0,187.0,166.0,265,1790.0,125.0,152.0,38.0,84.0,124.0,98.0,99.0,158.0,159.0,57/43
2011,Acura,RL AWD,Mid-size,3.7,6,AS6,Z,13.7,9.7,11.9,24,274,,,ACURA,RL 4DR SEDAN AWD /ELITE,9.0,497.0,185.0,146.0,280,1864.0,125.0,73.0,37.0,80.0,116.0,104.0,111.0,157.0,157.0,58/42
2011,Acura,TL,Mid-size,3.5,6,AS5,Z,13.1,8.9,11.2,25,258,,,ACURA,TL 4 DR SEDAN FWD/TECHNOLOGY,9.0,497.0,188.0,145.0,278,1682.0,134.0,62.0,34.0,81.0,117.0,105.0,115.0,160.0,161.0,61/39
2011,Acura,TL AWD,Mid-size,3.7,6,AS5,Z,13.8,9.6,11.9,24,274,,,ACURA,TL 4 DR SEDAN SH-AWD/SH-AWD TECHNOLOGY,9.0,497.0,188.0,145.0,278,1801.0,134.0,62.0,34.0,81.0,117.0,105.0,115.0,160.0,161.0,59/41
2011,Acura,TL AWD,Mid-size,3.7,6,M6,Z,13.4,9.5,11.6,24,267,,,ACURA,TL 4 DR SEDAN SH-AWD/SH-AWD TECHNOLOGY,9.0,497.0,188.0,145.0,278,1801.0,134.0,62.0,34.0,81.0,117.0,105.0,115.0,160.0,161.0,59/41
2011,Acura,TSX,Compact,2.4,4,AS5,Z,10.6,7.4,9.2,31,212,,,ACURA,TSX 4DR SEDAN FWD TECH PACKAGE/PREMIUM,9.0,473.0,184.0,144.0,271,1545.0,121.0,44.0,35.0,79.0,115.0,97.0,104.0,158.0,158.0,60/40
2011,Acura,TSX,Compact,2.4,4,M6,Z,11.3,8.1,9.9,29,228,,,ACURA,TSX 4DR SEDAN FWD TECH PACKAGE/PREMIUM,9.0,473.0,184.0,144.0,271,1545.0,121.0,44.0,35.0,79.0,115.0,97.0,104.0,158.0,158.0,60/40
2011,Acura,TSX,Compact,3.5,6,AS5,Z,12.1,8.3,10.4,27,239,,,ACURA,TSX 4DR SEDAN FWD V6,9.0,473.0,184.0,144.0,271,1672.0,121.0,44.0,35.0,79.0,115.0,97.0,104.0,158.0,158.0,60/40
2011,Acura,ZDX AWD,Sport utility vehicle,3.7,6,AS6,Z,14.3,10.4,12.5,23,288,,,ACURA,ZDX 4DR SUV AWD / TECH ELITE,10.0,488.0,199.0,160.0,275,2064.0,133.0,109.0,33.0,88.0,120.0,109.0,104.0,172.0,171.0,58/42
2011,Aston Martin,DB9,Minicompact,5.9,12,AS6,Z,18.0,12.0,15.3,18,352,,,ASTON MARTIN,DB9 2DR COUPE RWD,4.0,470.0,188.0,127.0,274,1760.0,,,,,,,,157.0,156.0,50/50
2011,Aston Martin,DB9,Minicompact,5.9,12,M6,Z,20.8,13.7,17.6,16,405,,,ASTON MARTIN,DB9 2DR COUPE RWD,4.0,470.0,188.0,127.0,274,1760.0,,,,,,,,157.0,156.0,50/50
2011,Aston Martin,DBS,Minicompact,5.9,12,AS6,Z,20.0,13.1,16.9,17,389,,,ASTON MARTIN,DBS 2DR COUPE RWD,8.0,472.0,191.0,128.0,274,1695.0,,,,,,,,,,
2011,Aston Martin,DBS,Minicompact,5.9,12,M6,Z,21.1,14.2,18.0,16,414,,,ASTON MARTIN,DBS 2DR COUPE RWD,8.0,472.0,191.0,128.0,274,1695.0,,,,,,,,,,
2011,Aston Martin,Rapide,Subcompact,5.9,12,AS6,Z,18.6,12.2,15.7,18,361,,,ASTON MARTIN,RAPIDE 4DR SEDAN RWD,11.0,502.0,193.0,136.0,299,1950.0,,,,,,,,,,
2011,Aston Martin,V8 Vantage,Two-seater,4.7,8,AM6,Z,17.0,11.9,14.7,19,338,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260,1630.0,,,,,,,,157.0,159.0,
2011,Aston Martin,V8 Vantage,Two-seater,4.7,8,M6,Z,18.1,12.2,15.4,18,354,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260,1630.0,,,,,,,,157.0,159.0,
2011,Aston Martin,V8 Vantage S,Two-seater,4.7,8,AM7,Z,17.3,11.3,14.6,19,336,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260,1630.0,,,,,,,,157.0,159.0,
2011,Aston Martin,V12 Vantage,Two-seater,5.9,12,M6,Z,21.1,14.2,18.0,16,414,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260,1630.0,,,,,,,,157.0,159.0,
2011,Audi,A3,Station wagon: Small,2.0,4,AS6,Z,10.8,8.2,9.6,29,221,,,AUDI,A3 4DR HATCH 2.0T QUATTRO,5.0,429.0,174.0,142.0,258,1570.0,104.0,137.0,34.0,77.0,100.0,88.0,83.0,152.0,148.0,60/40
2011,Audi,A3 TDI (modified),Station wagon: Small,2.0,4,AS6,D,8.1,6.4,7.4,38,198,,,AUDI,A3 4DR HATCH 2.0 T FWD/2.0 TDI,5.0,429.0,174.0,142.0,258,1390.0,104.0,137.0,34.0,77.0,100.0,88.0,83.0,152.0,148.0,60/40
2011,Audi,A3,Station wagon: Small,2.0,4,M6,Z,11.8,8.0,10.1,28,232,,,AUDI,A3 4DR HATCH 2.0T QUATTRO,5.0,429.0,174.0,142.0,258,1570.0,104.0,137.0,34.0,77.0,100.0,88.0,83.0,152.0,148.0,60/40
2011,Audi,A3 quattro,Station wagon: Small,2.0,4,AS6,Z,11.0,8.9,10.0,28,230,,,AUDI,A3 4DR HATCH 2.0T QUATTRO,5.0,429.0,174.0,142.0,258,1570.0,104.0,137.0,34.0,77.0,100.0,88.0,83.0,152.0,148.0,60/40
2011,Audi,A4,Compact,2.0,4,AV,Z,10.2,7.8,9.1,31,209,,,AUDI,A4 4DR SEDAN 2.0T FWD,9.0,470.0,183.0,143.0,281,1480.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2011,Audi,A4 quattro,Compact,2.0,4,AS8,Z,11.4,8.3,10.0,28,230,,,AUDI,A4 4DR SEDAN 2.0T QUATTRO,9.0,470.0,183.0,143.0,281,1530.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2011,Audi,A4 quattro,Compact,2.0,4,M6,Z,10.9,7.8,9.5,30,219,,,AUDI,A4 4DR SEDAN 2.0T QUATTRO,9.0,470.0,183.0,143.0,281,1530.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2011,Audi,A4 Avant,Station wagon: Small,2.0,4,AS8,Z,11.4,8.3,10.0,28,230,,,AUDI,A4 AVANT 2.0 TFSI 4DR AWD WAGON,9.0,470.0,183.0,143.0,281,1620.0,123.0,158.0,35.0,79.0,110.0,87.0,103.0,153.0,153.0,55/45
2011,Audi,A5 Cabriolet,Subcompact,2.0,4,AS8,Z,11.4,8.3,10.0,28,230,,,AUDI,A5 2DR CABRIOLET 2.0T AWD,10.0,464.0,185.0,137.0,275,1565.0,124.0,48.0,33.0,77.0,111.0,88.0,101.0,157.0,157.0,52/48
2011,Audi,A5 Coupe,Subcompact,2.0,4,AS8,Z,11.4,8.3,10.0,28,230,,,AUDI,A5 2DR COUPE 2.0T AWD,8.0,464.0,185.0,137.0,275,1525.0,124.0,48.0,33.0,77.0,111.0,88.0,101.0,157.0,157.0,52/48
2011,Audi,A5 Coupe,Subcompact,2.0,4,M6,Z,10.9,7.8,9.5,30,219,,,AUDI,A5 2DR COUPE 2.0T AWD,8.0,464.0,185.0,137.0,275,1525.0,124.0,48.0,33.0,77.0,111.0,88.0,101.0,157.0,157.0,52/48
2011,Audi,A6,Mid-size,3.0,6,AS6,Z,13.5,9.5,11.7,24,269,,,AUDI,A6 4.2 4DR SEDAN AWD,5.0,492.0,186.0,146.0,284,1915.0,132.0,54.0,36.0,80.0,105.0,100.0,110.0,158.0,158.0,61/39
2011,Audi,A6,Mid-size,4.2,8,AS6,Z,14.6,10.2,12.6,22,290,,,AUDI,A6 4.2 4DR SEDAN AWD,5.0,492.0,186.0,146.0,284,1915.0,132.0,54.0,36.0,80.0,105.0,100.0,110.0,158.0,158.0,61/39
2011,Audi,A6 Avant,Station wagon: Mid-size,3.0,6,AS6,Z,13.5,9.5,11.7,24,269,,,AUDI,A6 4DR AVANT AWD WAGON 3.0,6.0,493.0,186.0,146.0,284,1870.0,130.0,164.0,37.0,79.0,107.0,100.0,110.0,156.0,158.0,56/44
2011,Audi,A8,Mid-size,4.2,8,AS8,Z,14.0,9.3,11.9,24,274,,,AUDI,A8 4DR SEDAN,10.0,512.0,195.0,146.0,299,1910.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56/44
2011,Audi,Q5,Sport utility vehicle,2.0,4,AS8,Z,12.0,9.1,10.7,26,246,,,AUDI,Q5 5DR SUV AWD 3.2/3.2 PREMIUM,9.0,463.0,190.0,166.0,281,1895.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2011,Audi,Q5,Sport utility vehicle,3.2,6,AS8,Z,13.0,10.6,11.9,24,274,,,AUDI,Q5 5DR SUV AWD 3.2/3.2 PREMIUM,9.0,463.0,190.0,166.0,281,1895.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2011,Audi,Q7,Sport utility vehicle,3.0,6,AS8,Z,15.2,11.0,13.3,21,306,,,AUDI,Q7 4DR SUV AWD 3.0,7.0,509.0,198.0,174.0,300,2355.0,124.0,186.0,39.0,88.0,106.0,97.0,112.0,163.0,165.0,50/50
2011,Audi,Q7 TDI (modified),Sport utility vehicle,3.0,6,AS8,D,13.8,9.8,11.7,24,316,,,AUDI,Q7 4DR SUV AWD 3.0,7.0,509.0,198.0,174.0,300,2355.0,124.0,186.0,39.0,88.0,106.0,97.0,112.0,163.0,165.0,50/50
2011,Audi,R8 Coupe,Two-seater,4.2,8,AS6,Z,21.1,13.3,17.5,16,403,,,AUDI,R8 2DR 4.2 COUPE AWD,8.0,443.0,190.0,125.0,265,1560.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2011,Audi,R8 Coupe,Two-seater,4.2,8,M6,Z,18.1,12.0,15.3,18,352,,,AUDI,R8 2DR 4.2 COUPE AWD,8.0,443.0,190.0,125.0,265,1560.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2011,Audi,R8 Coupe,Two-seater,5.2,10,AS6,Z,18.8,13.4,16.4,17,377,,,AUDI,R8 2DR 4.2 COUPE AWD,8.0,443.0,190.0,125.0,265,1560.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2011,Audi,R8 Coupe,Two-seater,5.2,10,M6,Z,21.1,14.1,17.9,16,412,,,AUDI,R8 2DR 4.2 COUPE AWD,8.0,443.0,190.0,125.0,265,1560.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2011,Audi,R8 Spyder,Two-seater,4.2,8,AS6,Z,21.1,13.3,17.5,16,403,,,AUDI,R8 2DR CONV,10.0,443.0,190.0,125.0,265,1795.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2011,Audi,R8 Spyder,Two-seater,4.2,8,M6,Z,18.1,12.0,15.3,18,352,,,AUDI,R8 2DR CONV,10.0,443.0,190.0,125.0,265,1795.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2011,Audi,R8 Spyder,Two-seater,5.2,10,AS6,Z,18.8,13.4,16.4,17,377,,,AUDI,R8 2DR CONV,10.0,443.0,190.0,125.0,265,1795.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2011,Audi,R8 Spyder,Two-seater,5.2,10,M6,Z,21.1,14.1,17.9,16,412,,,AUDI,R8 2DR CONV,10.0,443.0,190.0,125.0,265,1795.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2011,Audi,S4,Compact,3.0,6,AS7,Z,13.6,9.4,11.7,24,269,,,AUDI,S4 4DR SEDAN AWD,9.0,470.0,183.0,143.0,281,1530.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2011,Audi,S4,Compact,3.0,6,M6,Z,13.7,9.6,11.9,24,274,,,AUDI,S4 4DR SEDAN AWD,9.0,470.0,183.0,143.0,281,1530.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2011,Audi,S5 Cabriolet,Subcompact,3.0,6,AS7,Z,14.5,9.6,12.3,23,283,,,AUDI,S5 2DR CABRIOLET AWD,10.0,464.0,185.0,137.0,275,1695.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51/49
2011,Audi,S5 Coupe,Subcompact,4.2,8,AS6,Z,14.4,10.5,12.6,22,290,,,AUDI,S5 2DR COUPE AWD,8.0,464.0,185.0,137.0,275,1875.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51/49
2011,Audi,S5 Coupe,Subcompact,4.2,8,M6,Z,16.8,11.1,14.2,20,327,,,AUDI,S5 2DR COUPE AWD,8.0,464.0,185.0,137.0,275,1875.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51/49
2011,Audi,S6,Mid-size,5.2,10,AS6,Z,16.9,12.2,14.8,19,340,,,AUDI,S6 4DR SEDAN AWD,7.0,492.0,186.0,145.0,284,2035.0,128.0,53.0,36.0,79.0,107.0,101.0,108.0,158.0,157.0,58/42
2011,Audi,TT Coupe quattro,Subcompact,2.0,4,AS6,Z,10.4,7.6,9.2,31,212,,,AUDI,TT 2DR COUPE 2.0 TFSI QUATTRO/S-LINE,7.0,419.0,184.0,134.0,247,1345.0,122.0,45.0,28.0,80.0,113.0,90.0,82.0,156.0,155.0,61/39
2011,Audi,TT Roadster quattro,Two-seater,2.0,4,AS6,Z,10.4,7.6,9.2,31,212,,,AUDI,TT ROADSTER 2DR CONVERTIBLE 2.0 TFSI QUATTRO/,7.0,419.0,184.0,134.0,247,1420.0,122.0,,28.0,80.0,,90.0,82.0,156.0,155.0,61/39
2011,Audi,TTS Coupe,Subcompact,2.0,4,AS6,Z,12.1,8.8,10.6,27,244,,,AUDI,TTS 2DR COUPE,7.0,420.0,184.0,135.0,246,1460.0,108.0,40.0,27.0,78.0,111.0,91.0,82.0,156.0,153.0,61/39
2011,Audi,TTS Roadster,Two-seater,2.0,4,AS6,Z,12.1,8.8,10.6,27,244,,,AUDI,TTS ROADSTER 2DR CONVERTIBLE,7.0,420.0,184.0,135.0,246,1495.0,108.0,,27.0,78.0,,91.0,82.0,156.0,153.0,61/39
2011,Bentley,Continental Flying Spur,Mid-size,6.0,12,AS6,Z,21.1,13.3,17.5,16,403,,,BENTLEY,CONTINENTAL FLYING SPUR 4DR SEDAN AWD,6.0,529.0,198.0,140.0,275,2525.0,,,,,,,,162.0,161.0,
2011,Bentley,Continental GTC,Subcompact,6.0,12,AS6,Z,21.1,13.3,17.5,16,403,,,BENTLEY,CONTINENTAL GTC/SPEED 2DR CONV AWD,7.0,480.0,193.0,140.0,275,2565.0,,,,,,,,162.0,161.0,
2011,Bentley,Continental Supersports,Two-seater,6.0,12,AS6,Z,20.2,12.9,16.9,17,389,,,BENTLEY,CONTINENTAL SUPERSPORTS 2DR CONV AWD,4.0,481.0,195.0,139.0,275,2395.0,,,,,,,,,,52/48
2011,Bentley,Continental Supersports Conv,Two-seater,6.0,12,AS6,Z,20.7,13.1,17.3,16,398,,,BENTLEY,CONTINENTAL SUPERSPORTS 2DR CONV AWD,4.0,481.0,195.0,139.0,275,2395.0,,,,,,,,,,52/48
2011,Bentley,Mulsanne,Mid-size,6.8,8,AS8,Z,22.4,13.9,18.6,15,428,,,BENTLEY,MULSANNE 4DR SEDAN RWD,11.0,558.0,193.0,152.0,327,2585.0,,,,,,,,162.0,165.0,52/48
2011,BMW,1 Series M Coupe,Subcompact,3.0,6,M6,Z,12.7,9.3,11.1,25,255,,,BMW,1 SERIES 128i 2DR COUPE RWD,8.0,437.0,175.0,141.0,266,1478.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52/48
2011,BMW,128i Cabriolet,Subcompact,3.0,6,A6,Z,13.0,8.8,11.1,25,255,,,BMW,1 SERIES CABRIOLET 128i 2DR CONV RWD,8.0,437.0,175.0,141.0,266,1585.0,122.0,61.0,35.0,80.0,,76.0,95.0,147.0,149.0,52/48
2011,BMW,128i Cabriolet,Subcompact,3.0,6,M6,Z,12.1,8.2,10.4,27,239,,,BMW,1 SERIES CABRIOLET 128i 2DR CONV RWD,8.0,437.0,175.0,141.0,266,1585.0,122.0,61.0,35.0,80.0,,76.0,95.0,147.0,149.0,52/48
2011,BMW,128i Coupe,Subcompact,3.0,6,A6,Z,12.3,8.1,10.4,27,239,,,BMW,1 SERIES 128i 2DR COUPE RWD,8.0,437.0,175.0,141.0,266,1478.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52/48
2011,BMW,128i Coupe,Subcompact,3.0,6,M6,Z,12.1,8.2,10.4,27,239,,,BMW,1 SERIES 128i 2DR COUPE RWD,8.0,437.0,175.0,141.0,266,1478.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52/48
2011,BMW,135i Cabriolet,Subcompact,3.0,6,AM7,Z,13.2,9.3,11.4,25,262,,,BMW,1 SERIES CABRIOLET 135i 2DR CONV RWD,8.0,437.0,175.0,141.0,266,1660.0,122.0,61.0,35.0,80.0,,76.0,95.0,147.0,149.0,52/48
2011,BMW,135i Cabriolet,Subcompact,3.0,6,M6,Z,12.5,8.5,10.7,26,246,,,BMW,1 SERIES CABRIOLET 135i 2DR CONV RWD,8.0,437.0,175.0,141.0,266,1660.0,122.0,61.0,35.0,80.0,,76.0,95.0,147.0,149.0,52/48
2011,BMW,135i Coupe,Subcompact,3.0,6,AM7,Z,13.1,9.3,11.4,25,262,,,BMW,1 SERIES 135i 2DR COUPE RWD,8.0,437.0,175.0,141.0,266,1533.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52/48
2011,BMW,135i Coupe,Subcompact,3.0,6,M6,Z,11.8,8.3,10.2,28,235,,,BMW,1 SERIES 135i 2DR COUPE RWD,8.0,437.0,175.0,141.0,266,1533.0,124.0,50.0,35.0,80.0,107.0,77.0,96.0,146.0,148.0,52/48
2011,BMW,323i,Compact,2.5,6,A6,Z,12.7,8.0,10.6,27,244,,,BMW,3 SERIES 323i/328i 4DR SEDAN RWD,6.0,453.0,182.0,142.0,276,1525.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,323i,Compact,2.5,6,M6,Z,12.6,8.2,10.6,27,244,,,BMW,3 SERIES 323i/328i 4DR SEDAN RWD,6.0,453.0,182.0,142.0,276,1525.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,328i,Compact,3.0,6,A6,Z,12.3,8.1,10.4,27,239,,,BMW,3 SERIES CABRIOLET 328i RWD,9.0,459.0,178.0,138.0,276,1720.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,328i,Compact,3.0,6,M6,Z,12.1,8.2,10.4,27,239,,,BMW,3 SERIES CABRIOLET 328i RWD,9.0,459.0,178.0,138.0,276,1720.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,328i xDrive,Compact,3.0,6,A6,Z,13.3,9.3,11.5,25,265,,,BMW,3 SERIES COUPE 328i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1625.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50/50
2011,BMW,328i xDrive,Compact,3.0,6,M6,Z,13.8,9.0,11.7,24,269,,,BMW,3 SERIES COUPE 328i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1625.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50/50
2011,BMW,328i Cabriolet,Subcompact,3.0,6,A6,Z,13.0,8.8,11.1,25,255,,,BMW,3 SERIES CABRIOLET 328i RWD,9.0,459.0,178.0,138.0,276,1720.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,328i Cabriolet,Subcompact,3.0,6,M6,Z,13.7,8.8,11.5,25,265,,,BMW,3 SERIES CABRIOLET 328i RWD,9.0,459.0,178.0,138.0,276,1720.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,328i Coupe,Subcompact,3.0,6,A6,Z,12.3,8.1,10.4,27,239,,,BMW,3 SERIES COUPE 328i RWD,7.0,459.0,178.0,138.0,276,1520.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50/50
2011,BMW,328i Coupe,Subcompact,3.0,6,M6,Z,12.1,8.2,10.4,27,239,,,BMW,3 SERIES COUPE 328i RWD,7.0,459.0,178.0,138.0,276,1520.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50/50
2011,BMW,328i xDrive Coupe,Subcompact,3.0,6,A6,Z,13.3,9.3,11.5,25,265,,,BMW,3 SERIES COUPE 328i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1625.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50/50
2011,BMW,328i xDrive Coupe,Subcompact,3.0,6,M6,Z,13.8,9.0,11.7,24,269,,,BMW,3 SERIES COUPE 328i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1625.0,127.0,50.0,35.0,78.0,105.0,77.0,105.0,150.0,149.0,50/50
2011,BMW,328i xDrive Touring,Station wagon: Small,3.0,6,A6,Z,13.3,9.3,11.5,25,265,,,BMW,3 SERIES TOURING 328i XDRIVE 4DR WAGON AWD,6.0,453.0,182.0,142.0,276,1710.0,125.0,156.0,37.0,78.0,100.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,328i xDrive Touring,Station wagon: Small,3.0,6,M6,Z,13.8,9.0,11.7,24,269,,,BMW,3 SERIES TOURING 328i XDRIVE 4DR WAGON AWD,6.0,453.0,182.0,142.0,276,1710.0,125.0,156.0,37.0,78.0,100.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,335d,Compact,3.0,6,A6,D,10.3,6.5,8.6,33,232,,,BMW,3 SERIES 335D 4DR SEDAN RWD,6.0,453.0,182.0,142.0,276,1735.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,335i,Compact,3.0,6,A6,Z,12.8,8.6,10.9,26,251,,,BMW,3 SERIES 335i 4DR SEDAN RWD,6.0,453.0,182.0,142.0,276,1630.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,335i,Compact,3.0,6,M6,Z,12.5,8.5,10.7,26,246,,,BMW,3 SERIES 335i 4DR SEDAN RWD,6.0,453.0,182.0,142.0,276,1630.0,125.0,47.0,37.0,78.0,102.0,77.0,100.0,150.0,151.0,50/50
2011,BMW,335i xDrive,Compact,3.0,6,A6,Z,12.6,8.8,10.9,26,251,,,BMW,3 SERIES COUPE 335i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50/50
2011,BMW,335i xDrive,Compact,3.0,6,M6,Z,12.5,8.9,10.9,26,251,,,BMW,3 SERIES COUPE 335i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50/50
2011,BMW,335i Cabriolet,Subcompact,3.0,6,A6,Z,12.8,8.6,10.9,26,251,,,BMW,3 SERIES CABRIOLET 335i/335is RWD,9.0,459.0,178.0,138.0,276,1815.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,335i Cabriolet,Subcompact,3.0,6,M6,Z,12.5,8.5,10.7,26,246,,,BMW,3 SERIES CABRIOLET 335i/335is RWD,9.0,459.0,178.0,138.0,276,1815.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,335i Coupe,Subcompact,3.0,6,A6,Z,12.8,8.6,10.9,26,251,,,BMW,3 SERIES COUPE 335i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50/50
2011,BMW,335i Coupe,Subcompact,3.0,6,M6,Z,12.5,8.5,10.7,26,246,,,BMW,3 SERIES COUPE 335i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50/50
2011,BMW,335i xDrive Coupe,Subcompact,3.0,6,A6,Z,12.6,8.8,10.9,26,251,,,BMW,3 SERIES COUPE 335i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50/50
2011,BMW,335i xDrive Coupe,Subcompact,3.0,6,M6,Z,12.5,8.9,10.9,26,251,,,BMW,3 SERIES COUPE 335i XDRIVE AWD,7.0,459.0,178.0,138.0,276,1705.0,126.0,67.0,34.0,78.0,121.0,78.0,106.0,149.0,150.0,50/50
2011,BMW,335is Cabriolet,Subcompact,3.0,6,AM7,Z,13.8,9.9,12.1,23,278,,,BMW,3 SERIES CABRIOLET 335i/335is RWD,9.0,459.0,178.0,138.0,276,1815.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
2011,BMW,335is Cabriolet,Subcompact,3.0,6,M6,Z,13.7,9.0,11.6,24,267,,,BMW,3 SERIES CABRIOLET 335i/335is RWD,9.0,459.0,178.0,138.0,276,1815.0,126.0,64.0,34.0,79.0,107.0,78.0,105.0,150.0,150.0,47/53
