model_year,make,model,vehicle_class,engine_size_l,cylinders,transmission,fuel_type,city_l_per_100_km,highway_l_per_100_km,combined_l_per_100_km,combined_mpg,co2_emissions_g_per_km,co2_rating,smog_rating,vehicle_specification_make,vehicle_specification_model,measurements_obtained_in_year,overall_length,overall_width,overall_height,wheelbase,curb_weight,front_end_length,rear_end_length,side_glass_height,body_side_height,roof_width,front_overhang,rear_overhang,track_width_front,track_width_rear,weight_distribution
2013,Volvo,XC60 AWD,Sport utility vehicle: Small,3.2,6,AS6,X,13.1,9.7,11.6,24,267,,,VOLVO,XC60 4DR 3.2 FWD/PREMIER/PLATINUM FWD SUV,9.0,463.0,189.0,171.0,277.0,1791.0,110.0,165.0,37.0,86.0,106.0,91.0,93.0,163.0,157.0,58/42
2013,Volvo,XC70 AWD,Sport utility vehicle: Small,3.0,6,AS6,X,13.5,10.1,12.0,24,276,,,VOLVO,XC70 4DR WAGON AWD 3.2/T6/PREMIER/PLATINUM,8.0,484.0,187.0,160.0,282.0,1881.0,120.0,193.0,37.0,81.0,114.0,98.0,104.0,161.0,158.0,58/42
2013,Volvo,XC70 AWD,Sport utility vehicle: Small,3.2,6,AS6,X,13.1,9.3,11.4,25,262,,,VOLVO,XC70 4DR WAGON AWD 3.2/T6/PREMIER/PLATINUM,8.0,484.0,187.0,160.0,282.0,1881.0,120.0,193.0,37.0,81.0,114.0,98.0,104.0,161.0,158.0,58/42
2013,Volvo,XC90 AWD,Sport utility vehicle: Standard,3.2,6,AS6,X,14.8,10.4,12.8,22,294,,,VOLVO,XC90 4DR SUV AWD 3.2/R-DESIGN/PREMIER/PLATINU,2.0,480.0,190.0,178.0,286.0,2160.0,111.0,188.0,46.0,86.0,125.0,90.0,104.0,163.0,162.0,53/47
2014,Acura,ILX,Compact,2.0,4,AS5,Z,9.9,6.7,8.5,33,196,,,ACURA,ILX 4DR SEDAN/HYBRID,12.0,454.0,180.0,141.0,267.0,1356.0,121.0,51.0,30.0,79.0,114.0,96.0,91.0,150.0,152.0,60/40
2014,Acura,ILX,Compact,2.4,4,M6,Z,11.2,7.7,9.6,29,221,,,ACURA,ILX 4DR SEDAN/HYBRID,12.0,454.0,180.0,141.0,267.0,1356.0,121.0,51.0,30.0,79.0,114.0,96.0,91.0,150.0,152.0,60/40
2014,Acura,ILX Hybrid,Compact,1.5,4,AV7,Z,6.0,5.8,5.9,48,136,,,ACURA,ILX 4DR SEDAN/HYBRID,12.0,454.0,180.0,141.0,267.0,1356.0,121.0,51.0,30.0,79.0,114.0,96.0,91.0,150.0,152.0,60/40
2014,Acura,MDX 4WD,Sport utility vehicle: Small,3.5,6,AS6,Z,12.7,9.1,11.1,25,255,,,ACURA,MDX 4DR SUV AWD/TECH/ELITE,14.0,492.0,196.0,171.0,282.0,1970.0,118.0,186.0,40.0,89.0,120.0,98.0,111.0,169.0,168.0,58/42
2014,Acura,RDX AWD,Sport utility vehicle: Small,3.5,6,AS6,Z,12.1,8.7,10.6,27,244,,,ACURA,RDX 4DR SUV AWD/TECH PACKAGE,12.0,466.0,187.0,169.0,268.0,1756.0,129.0,158.0,36.0,86.0,123.0,99.0,99.0,160.0,161.0,59/41
2014,Acura,RLX,Mid-size,3.5,6,AS6,Z,11.9,7.7,10.0,28,230,,,ACURA,RLX 4DR SEDAN,13.0,499.0,190.0,146.0,285.0,1788.0,133.0,56.0,37.0,80.0,113.0,100.0,114.0,163.0,163.0,61/39
2014,Acura,TL,Mid-size,3.5,6,AS6,Z,11.8,8.1,10.1,28,232,,,ACURA,TL 4 DR SEDAN FWD/TECH,12.0,493.0,188.0,145.0,278.0,1695.0,140.0,65.0,32.0,81.0,115.0,102.0,113.0,161.0,162.0,61/39
2014,Acura,TL AWD,Mid-size,3.7,6,AS6,Z,12.8,9.0,11.1,25,255,,,ACURA,TL 4 DR SEDAN SH-AWD/SH-AWD TECH/SH-AWD ELITE,12.0,493.0,188.0,145.0,278.0,1807.0,140.0,65.0,32.0,81.0,115.0,102.0,113.0,161.0,162.0,59/41
2014,Acura,TL AWD,Mid-size,3.7,6,M6,Z,13.4,9.5,11.6,24,267,,,ACURA,TL 4 DR SEDAN SH-AWD/SH-AWD TECH/SH-AWD ELITE,12.0,493.0,188.0,145.0,278.0,1807.0,140.0,65.0,32.0,81.0,115.0,102.0,113.0,161.0,162.0,59/41
2014,Acura,TSX,Compact,2.4,4,AS5,Z,10.6,7.5,9.2,31,212,,,ACURA,TSX 4DR SEDAN FWD TECH PACKAGE/PREMIUM,9.0,473.0,184.0,144.0,271.0,1545.0,121.0,44.0,35.0,79.0,115.0,97.0,104.0,158.0,158.0,60/40
2014,Acura,TSX,Compact,2.4,4,M6,Z,11.2,8.1,9.8,29,225,,,ACURA,TSX 4DR SEDAN FWD TECH PACKAGE/PREMIUM,9.0,473.0,184.0,144.0,271.0,1545.0,121.0,44.0,35.0,79.0,115.0,97.0,104.0,158.0,158.0,60/40
2014,Acura,TSX,Compact,3.5,6,AS5,Z,12.1,8.3,10.4,27,239,,,ACURA,TSX 4DR SEDAN FWD V6 TECH,9.0,473.0,184.0,144.0,271.0,1672.0,121.0,44.0,35.0,79.0,115.0,97.0,104.0,158.0,158.0,60/40
2014,Alfa Romeo,4C,Two-seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,193,,,ALFA ROMEO,4C 2DR COUPE,14.0,399.0,187.0,118.0,238.0,1134.0,114.0,,26.0,81.0,105.0,86.0,75.0,164.0,160.0,41/59
2014,Aston Martin,DB9,Minicompact,5.9,12,A6,Z,18.0,12.6,15.6,18,359,,,ASTON MARTIN,DB9 2DR COUPE RWD,4.0,470.0,188.0,127.0,274.0,1760.0,,,,,,,,157.0,156.0,50/50
2014,Aston Martin,Rapide,Subcompact,5.9,12,A6,Z,18.0,12.6,15.6,18,359,,,ASTON MARTIN,RAPIDE 4DR SEDAN RWD,11.0,502.0,193.0,136.0,299.0,1990.0,,,,,,,,,,
2014,Aston Martin,Vanquish,Minicompact,5.9,12,A6,Z,18.0,12.6,15.6,18,359,,,ASTON MARTIN,VANQUISH 2DR COUPE RWD,8.0,472.0,191.0,128.0,274.0,1739.0,,,,,,,,,,
2014,Aston Martin,V8 Vantage,Two-seater,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260.0,1630.0,,,,,,,,157.0,159.0,
2014,Aston Martin,V8 Vantage,Two-seater,4.7,8,M6,Z,18.1,12.2,15.4,18,354,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260.0,1630.0,,,,,,,,157.0,159.0,
2014,Aston Martin,V8 Vantage S,Two-seater,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260.0,1630.0,,,,,,,,157.0,159.0,
2014,Aston Martin,V8 Vantage S,Two-seater,4.7,8,M6,Z,18.1,12.2,15.4,18,354,,,ASTON MARTIN,VANTAGE 2DR COUPE RWD V8/V8 S/V12,6.0,438.0,187.0,126.0,260.0,1630.0,,,,,,,,157.0,159.0,
2014,Audi,A4,Compact,2.0,4,AV8,Z,9.9,7.4,8.8,32,202,,,AUDI,A4 ALLROAD 2.0 TFSI QUATTRO,13.0,472.0,184.0,147.0,281.0,1765.0,136.0,152.0,33.0,80.0,108.0,88.0,103.0,158.0,157.0,53/47
2014,Audi,A4 quattro,Compact,2.0,4,AS8,Z,11.5,8.1,10.0,28,230,,,AUDI,A4 ALLROAD 2.0 TFSI QUATTRO,13.0,472.0,184.0,147.0,281.0,1765.0,136.0,152.0,33.0,80.0,108.0,88.0,103.0,158.0,157.0,53/47
2014,Audi,A4 quattro,Compact,2.0,4,M6,Z,10.8,7.5,9.3,30,214,,,AUDI,A4 ALLROAD 2.0 TFSI QUATTRO,13.0,472.0,184.0,147.0,281.0,1765.0,136.0,152.0,33.0,80.0,108.0,88.0,103.0,158.0,157.0,53/47
2014,Audi,A5 quattro,Subcompact,2.0,4,AS8,Z,11.5,8.1,10.0,28,230,,,AUDI,A5 2DR CABRIOLET 2.0 TFSI QUATTRO,10.0,464.0,185.0,137.0,275.0,1835.0,124.0,48.0,33.0,77.0,111.0,88.0,101.0,157.0,157.0,52/48
2014,Audi,A5 quattro,Subcompact,2.0,4,M6,Z,10.8,7.5,9.3,30,214,,,AUDI,A5 2DR CABRIOLET 2.0 TFSI QUATTRO,10.0,464.0,185.0,137.0,275.0,1835.0,124.0,48.0,33.0,77.0,111.0,88.0,101.0,157.0,157.0,52/48
2014,Audi,A5 Cabriolet quattro,Subcompact,2.0,4,AS8,Z,11.5,8.1,10.0,28,230,,,AUDI,A5 2DR CABRIOLET 2.0 TFSI QUATTRO,10.0,464.0,185.0,137.0,275.0,1835.0,124.0,48.0,33.0,77.0,111.0,88.0,101.0,157.0,157.0,52/48
2014,Audi,A6 quattro,Mid-size,2.0,4,AS8,Z,12.0,8.1,10.2,28,235,,,AUDI,A6 4DR SEDAN TDI QUATTRO,11.0,492.0,187.0,146.0,291.0,1895.0,140.0,58.0,37.0,80.0,111.0,92.0,109.0,163.0,162.0,55/45
2014,Audi,A6 quattro,Mid-size,3.0,6,AS8,Z,12.8,8.6,10.9,26,251,,,AUDI,A6 4DR SEDAN TDI QUATTRO,11.0,492.0,187.0,146.0,291.0,1895.0,140.0,58.0,37.0,80.0,111.0,92.0,109.0,163.0,162.0,55/45
2014,Audi,A6 quattro TDI (modified),Mid-size,3.0,6,AS8,D,9.8,6.2,8.1,35,217,,,AUDI,A6 4DR SEDAN TDI QUATTRO,11.0,492.0,187.0,146.0,291.0,1895.0,140.0,58.0,37.0,80.0,111.0,92.0,109.0,163.0,162.0,55/45
2014,Audi,A7 quattro,Mid-size,3.0,6,AS8,Z,13.3,8.5,11.2,25,262,,,AUDI,A7 4DR HATCHBACK 3.0 TFSI QUATTRO/TDI QUATTRO,11.0,497.0,191.0,142.0,291.0,1910.0,140.0,230.0,34.0,78.0,112.0,93.0,112.0,164.0,164.0,54/46
2014,Audi,A7 quattro TDI (modified),Mid-size,3.0,6,AS8,D,9.8,6.2,8.1,35,217,,,AUDI,A7 4DR HATCHBACK 3.0 TFSI QUATTRO/TDI QUATTRO,11.0,497.0,191.0,142.0,291.0,1910.0,140.0,230.0,34.0,78.0,112.0,93.0,112.0,164.0,164.0,54/46
2014,Audi,A8,Mid-size,3.0,6,AS8,Z,13.1,8.8,11.2,25,258,,,AUDI,A8 4DR SEDAN 3.0 TFSI QUATTRO,10.0,512.0,195.0,146.0,299.0,1985.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56/44
2014,Audi,A8 TDI (modified),Mid-size,3.0,6,AS8,D,9.8,6.5,8.4,34,224,,,AUDI,A8 4DR SEDAN 4.0 TFSI QUATTRO/3.0 TDI QUATTRO,10.0,512.0,195.0,146.0,299.0,2055.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56/44
2014,Audi,A8,Mid-size,4.0,8,AS8,Z,13.7,8.3,11.3,25,265,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,A8L,Full-size,3.0,6,AS8,Z,13.1,8.8,11.2,25,258,,,AUDI,A8L 4DR SEDAN LWB 3.0 TFSI QUATTRO,10.0,526.0,195.0,146.0,312.0,2000.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56/44
2014,Audi,A8L TDI (modified),Full-size,3.0,6,AS8,D,9.8,6.5,8.4,34,224,,,AUDI,A8L 4DR SEDAN LWB 4.2 TFSI QUATTRO/3.0 TDI QU,10.0,526.0,195.0,146.0,312.0,2100.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56/44
2014,Audi,A8L,Full-size,4.0,8,AS8,Z,14.7,9.7,12.5,23,288,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,A8L,Full-size,6.3,12,AS8,Z,18.7,11.5,15.5,18,363,,,AUDI,A8L 4DR SEDAN LWB 3.0 TFSI QUATTRO,10.0,526.0,195.0,146.0,312.0,2000.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56/44
2014,Audi,allroad quattro,Station wagon: Small,2.0,4,AS8,Z,11.8,8.8,10.5,27,242,,,AUDI,A4 ALLROAD 2.0 TFSI QUATTRO,13.0,472.0,184.0,147.0,281.0,1765.0,136.0,152.0,33.0,80.0,108.0,88.0,103.0,158.0,157.0,53/47
2014,Audi,Q5,Sport utility vehicle: Small,2.0,4,AS8,Z,12.0,8.5,10.4,27,239,,,AUDI,Q5 5DR SUV HYBRID QUATTRO/TDI QUATTRO,9.0,463.0,190.0,166.0,281.0,2010.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2014,Audi,Q5,Sport utility vehicle: Small,3.0,6,AS8,Z,12.9,9.2,11.2,25,258,,,AUDI,Q5 5DR SUV HYBRID QUATTRO/TDI QUATTRO,9.0,463.0,190.0,166.0,281.0,2010.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2014,Audi,Q5 TDI (modified),Sport utility vehicle: Small,3.0,6,AS8,D,10.2,7.8,9.0,31,244,,,AUDI,Q5 5DR SUV HYBRID QUATTRO/TDI QUATTRO,9.0,463.0,190.0,166.0,281.0,2010.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2014,Audi,Q5 Hybrid,Sport utility vehicle: Small,2.0,4,AS8,Z,9.9,8.3,9.2,31,212,,,AUDI,Q5 5DR SUV HYBRID QUATTRO/TDI QUATTRO,9.0,463.0,190.0,166.0,281.0,2010.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2014,Audi,Q7,Sport utility vehicle: Standard,3.0,6,AS8,Z,15.1,10.9,13.2,21,304,,,AUDI,Q7 4DR SUV 3.0 TFSI PROGRESSIV/TECHNIK,7.0,509.0,198.0,174.0,300.0,2355.0,124.0,186.0,39.0,88.0,106.0,97.0,112.0,163.0,165.0,50/50
2014,Audi,Q7 TDI (modified),Sport utility vehicle: Standard,3.0,6,AS8,D,12.4,8.7,10.7,26,290,,,AUDI,Q7 4DR SUV TDI 3.0 QUATTRO PREMIUM/PREMIUM PL,7.0,509.0,198.0,174.0,300.0,2525.0,124.0,186.0,39.0,88.0,106.0,97.0,112.0,163.0,165.0,50/50
2014,Audi,R8,Two-seater,4.2,8,A7,Z,17.6,11.0,14.6,19,336,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,R8,Two-seater,4.2,8,M6,Z,21.2,13.4,17.7,16,407,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,R8,Two-seater,5.2,10,A7,Z,18.2,10.6,14.8,19,347,,,AUDI,R8 2DR V10 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1725.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,R8,Two-seater,5.2,10,M6,Z,21.1,13.8,17.8,16,409,,,AUDI,R8 2DR V10 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1725.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,R8 Spyder,Two-seater,4.2,8,A7,Z,17.6,11.0,14.6,19,336,,,AUDI,R8 2DR V8 SPYDER FSI QUATTRO CONVERTIBLE,10.0,443.0,190.0,125.0,265.0,1710.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2014,Audi,R8 Spyder,Two-seater,4.2,8,M6,Z,21.2,13.4,17.7,16,407,,,AUDI,R8 2DR V8 SPYDER FSI QUATTRO CONVERTIBLE,10.0,443.0,190.0,125.0,265.0,1710.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2014,Audi,R8 Spyder,Two-seater,5.2,10,A7,Z,18.2,10.6,14.8,19,347,,,AUDI,R8 2DR V10 SPYDER FSI QUATTRO CONVERTIBLE,10.0,443.0,190.0,125.0,265.0,1795.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2014,Audi,R8 Spyder,Two-seater,5.2,10,M6,Z,21.1,13.8,17.8,16,409,,,AUDI,R8 2DR V10 SPYDER FSI QUATTRO CONVERTIBLE,10.0,443.0,190.0,125.0,265.0,1795.0,109.0,159.0,,73.0,115.0,99.0,79.0,164.0,160.0,44/56
2014,Audi,RS 5,Subcompact,4.2,8,A7,Z,15.3,10.9,13.3,21,306,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,RS 5 Cabriolet,Subcompact,4.2,8,A7,Z,15.2,11.3,13.4,21,308,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,RS 7,Mid-size,4.0,8,AS8,Z,15.5,8.8,12.5,23,293,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,S4,Compact,3.0,6,A7,Z,13.2,9.2,11.4,25,262,,,AUDI,S4 4DR SEDAN 3.0 TFSI QUATTRO/PREMIUM,9.0,470.0,183.0,143.0,281.0,1765.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2014,Audi,S4,Compact,3.0,6,M6,Z,14.6,9.8,12.4,23,285,,,AUDI,S4 4DR SEDAN 3.0 TFSI QUATTRO/PREMIUM,9.0,470.0,183.0,143.0,281.0,1765.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55/45
2014,Audi,S5,Subcompact,3.0,6,A7,Z,13.2,9.2,11.4,25,262,,,AUDI,S5 2DR CABRIOLET 3.0 TFSI QUATTRO/PREMIUM,10.0,464.0,185.0,137.0,275.0,1955.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51/49
2014,Audi,S5,Subcompact,3.0,6,M6,Z,14.6,9.8,12.4,23,285,,,AUDI,S5 2DR CABRIOLET 3.0 TFSI QUATTRO/PREMIUM,10.0,464.0,185.0,137.0,275.0,1955.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51/49
2014,Audi,S5 Cabriolet,Subcompact,3.0,6,A7,Z,13.3,9.5,11.6,24,267,,,AUDI,S5 2DR CABRIOLET 3.0 TFSI QUATTRO/PREMIUM,10.0,464.0,185.0,137.0,275.0,1955.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51/49
2014,Audi,S6,Mid-size,4.0,8,A7,Z,14.2,9.7,12.2,23,281,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,S7,Mid-size,4.0,8,A7,Z,14.2,9.7,12.2,23,281,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,S8,Mid-size,4.0,8,AS8,Z,15.8,9.2,12.8,22,300,,,AUDI,R8 2DR V8 COUPE FSI QUATTRO,8.0,443.0,190.0,125.0,265.0,1635.0,101.0,56.0,30.0,72.0,107.0,100.0,78.0,163.0,159.0,44/56
2014,Audi,SQ5,Sport utility vehicle: Small,3.0,6,AS8,Z,14.9,10.1,12.7,22,292,,,AUDI,SQ5 5DR SUV 3.0 TFSI QUATTRO,9.0,463.0,190.0,166.0,281.0,2000.0,126.0,156.0,40.0,86.0,116.0,91.0,93.0,160.0,160.0,53/47
2014,Audi,TT Coupe quattro,Subcompact,2.0,4,A6,Z,10.4,7.6,9.1,31,209,,,AUDI,TT 2DR COUPE 2.0 TFSI QUATTRO/S-LINE,7.0,419.0,184.0,134.0,247.0,1425.0,122.0,45.0,28.0,80.0,113.0,90.0,82.0,156.0,155.0,61/39
2014,Audi,TT Roadster quattro,Two-seater,2.0,4,A6,Z,10.4,7.6,9.1,31,209,,,AUDI,TT ROADSTER 2DR CONVERTIBLE 2.0 TFSI QUATTRO,7.0,419.0,184.0,134.0,247.0,1515.0,122.0,,28.0,80.0,,90.0,82.0,156.0,155.0,61/39
2014,Audi,TTS Coupe quattro,Subcompact,2.0,4,A6,Z,11.5,8.8,10.3,27,237,,,AUDI,TTS 2DR COUPE 2.0 TFSI QUATTRO,7.0,420.0,184.0,134.0,247.0,1460.0,122.0,45.0,28.0,80.0,113.0,91.0,82.0,156.0,155.0,61/39
2014,Audi,TTS Roadster quattro,Two-seater,2.0,4,A6,Z,11.5,8.8,10.3,27,237,,,AUDI,TTS ROADSTER 2DR CONVERTIBLE 2.0 TFSI QUATTRO,7.0,420.0,184.0,134.0,247.0,1560.0,122.0,,28.0,80.0,,91.0,82.0,156.0,155.0,61/39
2014,Bentley,Continental GT,Subcompact,4.0,8,AS8,Z,16.3,9.8,13.4,21,314,,,BENTLEY,CONTINENTAL 2DR COUPE AWD GT/GT V-8/GT SPEED/,11.0,481.0,194.0,140.0,275.0,2320.0,,,,,,,,,,52/48
2014,Bentley,Continental GT,Subcompact,6.0,12,AS8,Z,18.8,11.5,15.5,18,356,,,BENTLEY,CONTINENTAL 2DR COUPE AWD GT/GT V-8/GT SPEED/,11.0,481.0,194.0,140.0,275.0,2320.0,,,,,,,,,,52/48
2014,Bentley,Continental GT Speed Convertible,Subcompact,6.0,12,AS8,Z,20.0,12.2,16.5,17,380,,,BENTLEY,CONTINENTAL 2DR COUPE AWD GT/GT V-8/GT SPEED/,11.0,481.0,194.0,140.0,275.0,2320.0,,,,,,,,,,52/48
2014,Bentley,Continental GTC,Subcompact,4.0,8,AS8,Z,17.4,10.2,14.2,20,332,,,BENTLEY,CONTINENTAL 2DR CONV AWD GTC/GTC V-8/GTC SPEE,12.0,481.0,194.0,140.0,275.0,2495.0,,,,,,,,162.0,161.0,
2014,Bentley,Continental GTC,Subcompact,6.0,12,AS8,Z,20.0,12.2,16.5,17,380,,,BENTLEY,CONTINENTAL 2DR CONV AWD GTC/GTC V-8/GTC SPEE,12.0,481.0,194.0,140.0,275.0,2495.0,,,,,,,,162.0,161.0,
2014,Bentley,Flying Spur,Mid-size,6.0,12,AS8,Z,20.3,11.9,16.5,17,388,,,BENTLEY,CONTINENTAL FLYING SPUR 4DR SEDAN AWD,14.0,530.0,192.0,149.0,307.0,2475.0,,,,,,,,,,
2014,Bentley,Mulsanne,Mid-size,6.8,8,AS8,Z,22.3,14.9,19.0,15,437,,,BENTLEY,MULSANNE 4DR SEDAN RWD,11.0,558.0,193.0,152.0,327.0,2711.0,,,,,,,,162.0,165.0,52/48
2014,BMW,320i,Compact,2.0,4,A8,Z,10.0,6.5,8.4,34,193,,,BMW,3 SERIES 320i 4DR SEDAN RWD,12.0,463.0,181.0,143.0,281.0,1495.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50/50
2014,BMW,320i,Compact,2.0,4,M6,Z,10.4,6.7,8.7,32,200,,,BMW,3 SERIES 320i 4DR SEDAN RWD,12.0,463.0,181.0,143.0,281.0,1495.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50/50
2014,BMW,320i xDrive,Compact,2.0,4,A8,Z,10.2,7.0,8.8,32,202,,,BMW,3 SERIES 320i xDRIVE 4DR SEDAN AWD,12.0,463.0,181.0,143.0,281.0,1565.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50/50
2014,BMW,328d xDrive,Compact,2.0,4,A8,D,7.6,5.5,6.7,42,181,,,BMW,3 SERIES 328d xDRIVE 4DR SEDAN AWD,12.0,463.0,181.0,143.0,281.0,1642.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50/50
2014,BMW,328d xDrive Touring,Station wagon: Small,2.0,4,A8,D,7.6,5.5,6.7,42,181,,,BMW,3 SERIES TOURING 328i xDRIVE 4DR WAGON,13.0,463.0,181.0,143.0,281.0,1715.0,137.0,163.0,37.0,77.0,103.0,78.0,104.0,153.0,157.0,49/51
2014,BMW,328i,Compact,2.0,4,A8,Z,10.0,6.5,8.4,34,193,,,BMW,3 SERIES 328i 4DR SEDAN RWD,12.0,463.0,181.0,143.0,281.0,1545.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50/50
2014,BMW,328i,Compact,2.0,4,M6,Z,10.4,6.7,8.7,32,200,,,BMW,3 SERIES 328i 4DR SEDAN RWD,12.0,463.0,181.0,143.0,281.0,1545.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,50/50
2014,BMW,328i xDrive,Compact,2.0,4,A8,Z,10.6,7.2,9.1,31,209,,,BMW,3 SERIES 328i xDrive Gran Turismo,14.0,483.0,183.0,151.0,291.0,1776.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49/51
2014,BMW,328i xDrive Gran Turismo,Full-size,2.0,4,A8,Z,10.6,7.2,9.1,31,209,,,BMW,3 SERIES 328i xDrive Gran Turismo,14.0,483.0,183.0,151.0,291.0,1776.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49/51
2014,BMW,328i xDrive Touring,Station wagon: Small,2.0,4,A8,Z,10.6,7.2,9.1,31,209,,,BMW,3 SERIES TOURING 328i xDRIVE 4DR WAGON,13.0,463.0,181.0,143.0,281.0,1715.0,137.0,163.0,37.0,77.0,103.0,78.0,104.0,153.0,157.0,49/51
2014,BMW,335i,Compact,3.0,6,A8,Z,11.4,7.3,9.6,29,221,,,BMW,3 SERIES 335i 4DR SEDAN RWD,12.0,463.0,181.0,143.0,281.0,1620.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52/48
2014,BMW,335i,Compact,3.0,6,M6,Z,11.8,7.9,10.0,28,230,,,BMW,3 SERIES 335i 4DR SEDAN RWD,12.0,463.0,181.0,143.0,281.0,1620.0,137.0,52.0,37.0,77.0,109.0,78.0,104.0,154.0,158.0,52/48
2014,BMW,335i xDrive,Compact,3.0,6,A8,Z,11.7,7.8,9.9,29,228,,,BMW,3 SERIES 335i xDrive Gran Turismo,14.0,483.0,183.0,151.0,291.0,1819.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49/51
2014,BMW,335i xDrive,Compact,3.0,6,M6,Z,11.9,8.3,10.3,27,237,,,BMW,3 SERIES 335i xDrive Gran Turismo,14.0,483.0,183.0,151.0,291.0,1819.0,141.0,119.0,38.0,82.0,108.0,81.0,110.0,154.0,159.0,49/51
